epoch,acc,miou,sen,timestamp,sw-version
0,0.9188455583265108,0.597964478359308,0.8855125916615093,2024-04-29-01-42-14,1.1.1
1,0.9252654056702404,0.6025574644910429,0.8810042803268467,2024-04-29-02-20-50,1.1.1
2,0.9258089049310938,0.6049676336736131,0.8762273203596954,2024-04-29-03-07-32,1.1.1
3,0.9133191464120441,0.583842011250878,0.8714231077437685,2024-04-29-03-57-37,1.1.1
4,0.911657846256953,0.5789044138305368,0.8480388768344005,2024-04-29-04-47-03,1.1.1
5,0.9140442383228627,0.5850809257543472,0.8699560018066087,2024-04-29-05-40-43,1.1.1
6,0.90976742333407,0.5810527769879422,0.8651124985991375,2024-04-29-06-31-46,1.1.1
7,0.9062806921929435,0.5736366934917048,0.8593596019253854,2024-04-29-07-26-36,1.1.1
